table_id,proxy_col,direction,thresh_method,binarize_thresh,n_rows,positive_rate,kept,reason,proxy_quality
Bahia_15,status_id,NEGATIVE,otsu,2.625,42.0,0.047619047619047616,False,concept_cap,
Bahia_22,status_id,NEGATIVE,otsu,6.25,45.0,0.7333333333333333,False,concept_cap,
Bahia_23,status_id,NEGATIVE,otsu,2.8333333333333335,45.0,0.044444444444444446,False,concept_cap,
Bahia_6,status_id,NEGATIVE,otsu,5.25,40.0,0.025,False,extreme_pos_rate,
Bahia_7,status_id,NEGATIVE,otsu,5.25,40.0,0.025,False,extreme_pos_rate,
Botafogo_14,status_id,NEGATIVE,otsu,3.5,48.0,0.10416666666666667,False,concept_cap,
Botafogo_15,status_id,NEGATIVE,otsu,5.25,48.0,0.0625,False,concept_cap,
Botafogo_4,status_id,NEGATIVE,otsu,3.5,41.0,0.12195121951219512,False,concept_cap,
Botafogo_5,status_id,NEGATIVE,otsu,3.5,42.0,0.023809523809523808,False,extreme_pos_rate,
Botafogo_7,status_id,NEGATIVE,otsu,3.5,45.0,0.044444444444444446,False,concept_cap,
Bragantino_10,status_id,NEGATIVE,otsu,3.5,35.0,0.08571428571428572,False,concept_cap,
Bragantino_12,status_id,NEGATIVE,otsu,3.5,34.0,0.20588235294117646,False,concept_cap,
Bragantino_13,status_id,NEGATIVE,otsu,2.625,34.0,0.058823529411764705,False,concept_cap,
Bragantino_6,status_id,NEGATIVE,otsu,3.5,34.0,0.029411764705882353,False,extreme_pos_rate,
Bragantino_7,status_id,NEGATIVE,otsu,6.0,34.0,0.6470588235294118,False,concept_cap,
Cear%C3%A1_10,status_id,NEGATIVE,otsu,6.0,36.0,0.6666666666666666,False,concept_cap,
Cear%C3%A1_12,status_id,NEGATIVE,otsu,3.5,36.0,0.027777777777777776,False,extreme_pos_rate,
Cear%C3%A1_13,status_id,NEGATIVE,otsu,3.5,36.0,0.08333333333333333,False,concept_cap,
Cear%C3%A1_2,status_id,NEGATIVE,otsu,3.5,34.0,0.029411764705882353,False,extreme_pos_rate,
Cear%C3%A1_3,status_id,NEGATIVE,otsu,3.5,34.0,0.17647058823529413,False,concept_cap,
Cear%C3%A1_9,status_id,NEGATIVE,otsu,6.0,36.0,0.6666666666666666,False,concept_cap,
Corinthians,status_id,NEGATIVE,otsu,2.625,33.0,0.09090909090909091,False,concept_cap,
Corinthians_1,status_id,NEGATIVE,otsu,3.5,34.0,0.11764705882352941,False,concept_cap,
Corinthians_15,status_id,NEGATIVE,otsu,2.625,44.0,0.045454545454545456,False,concept_cap,
Corinthians_16,status_id,NEGATIVE,otsu,3.5,44.0,0.06818181818181818,False,concept_cap,
Corinthians_17,status_id,NEGATIVE,otsu,3.5,44.0,0.06818181818181818,False,concept_cap,
Corinthians_20,status_id,NEGATIVE,otsu,5.25,45.0,0.08888888888888889,False,concept_cap,
Corinthians_8,status_id,NEGATIVE,otsu,2.625,39.0,0.05128205128205128,False,concept_cap,
Corinthians_9,status_id,NEGATIVE,otsu,3.5,40.0,0.175,False,concept_cap,
Coritiba_11,status_id,NEGATIVE,otsu,3.5,40.0,0.125,False,concept_cap,
Coritiba_12,status_id,NEGATIVE,otsu,3.5,40.0,0.075,False,concept_cap,
Coritiba_13,status_id,NEGATIVE,otsu,2.625,40.0,0.1,False,concept_cap,
Coritiba_4,status_id,NEGATIVE,otsu,2.625,38.0,0.15789473684210525,False,concept_cap,
Coritiba_7,status_id,NEGATIVE,otsu,2.625,39.0,0.05128205128205128,False,concept_cap,
DotaPlayer_36707044_Matches_1,Deaths,NEGATIVE,otsu,5.133333333333333,102.0,0.5784313725490197,True,,0.7353
DotaPlayer_486157553_Matches,Deaths,NEGATIVE,otsu,4.5,41.0,0.4634146341463415,True,,1.0
Flamengo,status_id,NEGATIVE,otsu,3.5,31.0,0.3548387096774194,False,concept_cap,
Flamengo_12,status_id,NEGATIVE,otsu,3.5,42.0,0.09523809523809523,False,concept_cap,
Flamengo_13,status_id,NEGATIVE,otsu,6.0,42.0,0.7142857142857143,False,concept_cap,
Flamengo_18,status_id,NEGATIVE,otsu,6.0,45.0,0.7333333333333333,False,concept_cap,
Flamengo_2,status_id,NEGATIVE,otsu,2.625,32.0,0.28125,False,concept_cap,
Flamengo_3,status_id,NEGATIVE,otsu,5.25,32.0,0.0625,False,concept_cap,
Flamengo_9,status_id,NEGATIVE,otsu,2.625,42.0,0.047619047619047616,False,concept_cap,
Fluminense,status_id,NEGATIVE,otsu,2.625,36.0,0.1111111111111111,False,concept_cap,
Fluminense_1,status_id,NEGATIVE,otsu,6.0,36.0,0.6666666666666666,False,concept_cap,
Fluminense_17,status_id,NEGATIVE,otsu,2.625,43.0,0.13953488372093023,False,concept_cap,
Fluminense_2,status_id,NEGATIVE,otsu,2.625,37.0,0.21621621621621623,False,concept_cap,
Fluminense_8,status_id,NEGATIVE,otsu,6.0,41.0,0.7073170731707317,False,concept_cap,
Fluminense_9,status_id,NEGATIVE,otsu,6.0,42.0,0.7142857142857143,False,concept_cap,
Fortaleza_10,status_id,NEGATIVE,otsu,6.0,32.0,0.625,False,concept_cap,
Fortaleza_13,status_id,NEGATIVE,otsu,3.5,33.0,0.09090909090909091,False,concept_cap,
Fortaleza_5,status_id,NEGATIVE,otsu,3.6666666666666665,30.0,0.06666666666666667,False,concept_cap,
Goi%C3%A1s_12,status_id,NEGATIVE,otsu,3.5,42.0,0.023809523809523808,False,extreme_pos_rate,
Goi%C3%A1s_13,status_id,NEGATIVE,otsu,3.5,42.0,0.07142857142857142,False,concept_cap,
Goi%C3%A1s_4,status_id,NEGATIVE,otsu,3.5,40.0,0.1,False,concept_cap,
Goi%C3%A1s_5,status_id,NEGATIVE,otsu,3.5,40.0,0.075,False,concept_cap,
Goi%C3%A1s_7,status_id,NEGATIVE,otsu,2.8333333333333335,41.0,0.04878048780487805,False,concept_cap,
Gr%C3%AAmio_14,status_id,NEGATIVE,otsu,2.625,38.0,0.15789473684210525,False,concept_cap,
Gr%C3%AAmio_21,status_id,NEGATIVE,otsu,2.625,39.0,0.15384615384615385,False,concept_cap,
Gr%C3%AAmio_4,status_id,NEGATIVE,otsu,2.625,36.0,0.2222222222222222,False,concept_cap,
Gr%C3%AAmio_5,status_id,NEGATIVE,otsu,2.625,36.0,0.08333333333333333,False,concept_cap,
Grasby2020surfarea_5e-6_Yengo2018bmi_MRdat_1,se.outcome,POSITIVE,otsu,0.0021249999999999997,31.0,0.22580645161290322,True,,0.3971
ID-estimate,deaths,NEGATIVE,otsu,516.1111111111111,55.0,0.5636363636363636,True,,1.0
Internacional_14,status_id,NEGATIVE,otsu,3.5,41.0,0.07317073170731707,False,concept_cap,
Internacional_17,status_id,NEGATIVE,otsu,3.5,49.0,0.061224489795918366,False,concept_cap,
Internacional_21,status_id,NEGATIVE,otsu,3.5,49.0,0.10204081632653061,False,concept_cap,
Internacional_6,status_id,NEGATIVE,otsu,3.5,40.0,0.125,False,concept_cap,
Internacional_7,status_id,NEGATIVE,otsu,3.5,40.0,0.125,False,concept_cap,
Palmeiras_15,status_id,NEGATIVE,otsu,3.5,46.0,0.08695652173913043,False,concept_cap,
Palmeiras_2,status_id,NEGATIVE,otsu,3.5,30.0,0.03333333333333333,False,concept_cap,
Palmeiras_3,status_id,NEGATIVE,otsu,6.0,30.0,0.6,False,concept_cap,
Palmeiras_8,status_id,NEGATIVE,otsu,5.25,31.0,0.06451612903225806,False,concept_cap,
S%C3%A3o%20Paulo_12,status_id,NEGATIVE,otsu,3.5,33.0,0.030303030303030304,False,concept_cap,
S%C3%A3o%20Paulo_13,status_id,NEGATIVE,otsu,5.25,33.0,0.18181818181818182,False,concept_cap,
S%C3%A3o%20Paulo_19,status_id,NEGATIVE,otsu,3.5,34.0,0.029411764705882353,False,extreme_pos_rate,
S%C3%A3o%20Paulo_4,status_id,NEGATIVE,otsu,2.625,33.0,0.06060606060606061,False,concept_cap,
S%C3%A3o%20Paulo_5,status_id,NEGATIVE,otsu,6.0,32.0,0.625,False,concept_cap,
S%C3%A3o%20Paulo_7,status_id,NEGATIVE,otsu,6.0,34.0,0.6470588235294118,False,concept_cap,
Santos_10,status_id,NEGATIVE,otsu,2.625,40.0,0.15,False,concept_cap,
Santos_11,status_id,NEGATIVE,otsu,3.5,40.0,0.075,False,concept_cap,
Santos_2,status_id,NEGATIVE,otsu,3.5,33.0,0.2727272727272727,False,concept_cap,
Santos_3,status_id,NEGATIVE,otsu,2.625,33.0,0.30303030303030304,False,concept_cap,
Sport,status_id,NEGATIVE,otsu,3.5,35.0,0.14285714285714285,False,concept_cap,
Sport_10,status_id,NEGATIVE,otsu,6.0,36.0,0.6666666666666666,False,concept_cap,
Sport_12,status_id,NEGATIVE,otsu,2.625,37.0,0.10810810810810811,False,concept_cap,
Sport_18,status_id,NEGATIVE,otsu,3.5,38.0,0.21052631578947367,False,concept_cap,
Sport_19,status_id,NEGATIVE,otsu,2.625,38.0,0.05263157894736842,False,concept_cap,
Sport_26,status_id,NEGATIVE,otsu,2.625,39.0,0.05128205128205128,False,concept_cap,
Sport_5,status_id,NEGATIVE,otsu,3.5,34.0,0.058823529411764705,False,concept_cap,
Sport_6,status_id,NEGATIVE,otsu,2.625,35.0,0.11428571428571428,False,concept_cap,
Vasco_12,status_id,NEGATIVE,otsu,2.625,40.0,0.1,False,concept_cap,
Vasco_13,status_id,NEGATIVE,otsu,3.5,39.0,0.1282051282051282,False,concept_cap,
Vasco_3,status_id,NEGATIVE,otsu,3.5,36.0,0.1388888888888889,False,concept_cap,
Vasco_9,status_id,NEGATIVE,otsu,3.5,39.0,0.07692307692307693,False,concept_cap,
billion_dollar_disasters_Flooding_1,Deaths,NEGATIVE,otsu,163.9021739130435,76.0,0.9736842105263158,False,extreme_pos_rate,
human_crispr_pairs,status_id,NEGATIVE,otsu,-0.8333333333333333,34.0,0.20588235294117646,False,concept_cap,
map_data_2,Deaths,NEGATIVE,otsu,46.875,105.0,0.7714285714285715,False,concept_cap,
med2014_NP_3-rgn-year_status_1,status,NEGATIVE,otsu,0.28246068461785373,204.0,0.35294117647058826,True,,0.7353
modified_dataset,Survived,POSITIVE,otsu,0.25,100.0,0.41,True,,1.0
mr_base_mr_results_1,id.outcome,POSITIVE,otsu,278.94444444444446,36.0,0.5555555555555556,True,,1.0
respir_7,outcome,POSITIVE,otsu,0.25,444.0,0.5585585585585585,True,,1.0
results_df,passenger_id,,,,,,False,high_cardinality,
submission_210,Survived,POSITIVE,otsu,0.25,418.0,0.3133971291866029,True,,1.0
test_3765,Survived,POSITIVE,otsu,0.25,89.0,0.38202247191011235,True,,1.0
test_pheno_singleobs_1,outcome,POSITIVE,otsu,97.4665665023877,50.0,0.68,True,,0.259
titanic_test_5,Survived,POSITIVE,otsu,0.25,262.0,0.3931297709923664,False,concept_cap,
z_allegro_con_spirito_tables_licensed_classica_df,liveness,,,,,,False,high_cardinality,
z_beats_per_minute_tables_licensed_prepared_data_1,Liveness,NEGATIVE,otsu,0.5833333333333333,50.0,0.64,True,,1.0
z_beats_per_minute_tables_licensed_prepared_data_2,Liveness,NEGATIVE,otsu,0.5833333333333333,50.0,0.64,True,,1.0
z_beats_per_minute_tables_licensed_top50_15,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,True,,0.78
z_beats_per_minute_tables_licensed_top50_20,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,concept_cap,
z_beats_per_minute_tables_licensed_top50_21,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_29,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_30,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_31,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_32,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_33,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_34,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_35,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_36,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_37,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_38,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_40,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_41,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_42,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_48,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beats_per_minute_tables_licensed_top50_v2,Liveness,NEGATIVE,otsu,23.06818181818182,50.0,0.86,False,duplicate,
z_beauty_sleep_tables_licensed_Rajath%20Vikram,Liveness,,,,,,False,high_cardinality,
z_beauty_sleep_tables_licensed_data_cleaned_2,live,POSITIVE,otsu,23.65573770491803,600.0,0.255,True,,0.5083
z_beauty_sleep_tables_licensed_songsutf8,live,POSITIVE,otsu,23.65573770491803,603.0,0.25870646766169153,True,,0.5083
z_beauty_sleep_tables_licensed_top_2010s,live,POSITIVE,otsu,23.65573770491803,603.0,0.25870646766169153,False,duplicate,
z_crime_rate_tables_licensed_20170104_articles,murder,NEGATIVE,median_fallback,2016.0,352.0,0.9943181818181818,False,extreme_pos_rate,
z_crime_rate_tables_licensed_Anne_Arundel_County_Crime_Rate_By_Type,MURDER,NEGATIVE,otsu,3.8,38.0,0.5789473684210527,True,,0.5958
z_crime_rate_tables_licensed_dictionary_1_manual,outcome,POSITIVE,otsu,0.25,127.0,0.18110236220472442,True,,0.8622
z_data_rate_tables_licensed_20170502_sd2_r1_0.02Hz_shock,survival,POSITIVE,otsu,0.25,136.0,0.5882352941176471,True,,1.0
z_data_rate_tables_licensed_20170502_sd2_r1_0.02Hz_shock_1,survival,POSITIVE,otsu,0.25,136.0,0.5882352941176471,False,duplicate,
z_data_rate_tables_licensed_20170503_sd2_r1_0.2Hz_shock,survival,POSITIVE,otsu,0.25,37.0,0.7027027027027027,True,,1.0
z_data_rate_tables_licensed_20170503_sd2_r1_0.2Hz_shock_1,survival,POSITIVE,otsu,0.25,37.0,0.7027027027027027,False,duplicate,
z_data_rate_tables_licensed_20170509_sd2_r1_2.20Hz_shock,survival,POSITIVE,otsu,0.25,33.0,0.5757575757575758,True,,1.0
z_data_rate_tables_licensed_20170509_sd2_r1_2.20Hz_shock_1,survival,POSITIVE,otsu,0.25,33.0,0.5757575757575758,False,duplicate,
z_data_rate_tables_licensed_20170517_sd2_r1_2.17Hz_shock,survival,POSITIVE,otsu,0.25,83.0,0.43373493975903615,False,concept_cap,
z_data_rate_tables_licensed_20170517_sd2_r1_2.17Hz_shock_1,survival,POSITIVE,otsu,0.25,83.0,0.43373493975903615,False,duplicate,
z_data_rate_tables_licensed_20170518_12sd2_r1_2.00Hz_shock,survival,POSITIVE,otsu,0.25,40.0,0.2,False,concept_cap,
z_data_rate_tables_licensed_20170518_12sd2_r1_2.00Hz_shock_1,survival,POSITIVE,otsu,0.25,40.0,0.2,False,duplicate,
z_data_rate_tables_licensed_dictionary_1_manual,outcome,POSITIVE,otsu,0.25,127.0,0.18110236220472442,False,duplicate,
z_data_rate_tables_licensed_horse-colic_11,outcome,POSITIVE,otsu,1.3333333333333333,300.0,0.4066666666666667,False,concept_cap,
z_data_rate_tables_licensed_horse-colic_13,outcome,POSITIVE,otsu,1.3333333333333333,300.0,0.4066666666666667,False,duplicate,
z_data_rate_tables_licensed_horse-colic_14,outcome,POSITIVE,otsu,1.3333333333333333,300.0,0.4066666666666667,False,duplicate,
z_data_rate_tables_licensed_horse_colic_3,outcome,POSITIVE,otsu,1.3333333333333333,300.0,0.4066666666666667,False,duplicate,
z_data_rate_tables_licensed_preprocess,outcome,POSITIVE,otsu,1.3333333333333333,115.0,0.4,False,concept_cap,
z_data_rate_tables_licensed_ukb-b-15892,se.outcome,POSITIVE,otsu,0.03589519230769231,72.0,0.05555555555555555,True,,0.6111
z_dead_air_tables_licensed_20170212_articles,status,NEGATIVE,median_fallback,1.0,606.0,0.0,False,no_variance,
z_dead_air_tables_licensed_2018-11-02-events-checkpoint_12,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_10,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_114,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_120,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_141,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_147,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_150,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_174,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_176,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_181,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_186,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_201,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_231,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_232,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_241,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_251,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_255,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_258,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_274,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_283,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_292,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_293,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_301,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_312,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_316,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_319,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_320,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_329,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_334,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_335,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_338,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_343,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_347,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_353,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_356,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_363,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_374,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_379,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_38,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_384,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_398,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_414,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_42,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_447,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_458,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_461,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_462,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_469,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_490,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_493,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_508,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_51,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_524,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_532,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_547,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_557,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_571,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_594,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
z_dead_air_tables_licensed_2018-11-02-events_606,status,NEGATIVE,otsu,226.75,171.0,0.9941520467836257,False,extreme_pos_rate,
